student_id,track,grade_level,academic_year,semester,gender,curriculum_relevance_rating,learning_pace_appropriateness,individual_support_availability,learning_style_accommodation,teaching_quality_rating,learning_environment_rating,peer_interaction_satisfaction,extracurricular_satisfaction,academic_progress_rating,skill_development_rating,critical_thinking_improvement,problem_solving_confidence,physical_safety_rating,psychological_safety_rating,bullying_prevention_effectiveness,emergency_preparedness_rating,mental_health_support_rating,stress_management_support,physical_health_support,overall_wellbeing_rating,overall_satisfaction,positive_aspects,improvement_suggestions,additional_comments,consent_given,ip_address,attendance_rate,grade_average,participation_score,extracurricular_hours,counseling_sessions,created_at,updated_at,learner_needs_index,satisfaction_score,success_index,safety_index,wellbeing_index
CSS-9167,CSS,11,2025-2026,1st Semester,Female,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4,4,3,3,3,2,3,"Some good points, some areas for improvement",Resources and facilities need upgrading,Feel overwhelmed and unsupported,True,192.168.161.114,79.78,1.69,3,1,1,2025-05-02T15:10:03.956706,2025-05-02T15:10:03.956706,3.0,3.0,2.5,3.5,2.75
CSS-4920,CSS,11,2025-2026,1st Semester,Prefer not to say,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,Resources are adequate but not exceptional,The program meets basic expectations,Satisfactory learning environment,True,192.168.182.41,90.66,2.5,3,9,2,2025-07-09T15:10:03.956706,2025-07-09T15:10:03.956706,3.75,3.75,3.75,4.0,3.5
CSS-3522,CSS,12,2025-2026,1st Semester,Female,4,3,3,4,3,4,4,3,3,4,4,3,4,3,4,4,3,3,3,3,4,Some improvements needed in teaching methods,It's fine but could be more engaging,Some improvements needed in teaching methods,True,192.168.128.239,80.26,2.45,3,9,2,2025-05-05T15:10:03.956706,2025-05-05T15:10:03.956706,3.5,3.5,3.5,3.75,3.0
CSS-9327,CSS,12,2025-2026,1st Semester,Male,4,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,3,3,4,4,Satisfactory learning environment,The program meets basic expectations,Average experience overall,True,192.168.192.226,79.69,2.3,3,4,0,2025-10-29T15:10:03.956706,2025-10-29T15:10:03.956706,4.0,3.5,3.25,4.0,3.5
CSS-5891,CSS,12,2025-2026,1st Semester,Male,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,The program meets basic expectations,Teaching methods need significant improvement,Not satisfied with the learning environment,True,192.168.215.151,80.19,1.66,3,18,5,2025-07-11T15:10:03.956706,2025-07-11T15:10:03.956706,2.25,2.75,2.75,3.0,3.0
CSS-9903,CSS,12,2025-2026,2nd Semester,Female,3,3,3,2,2,2,2,3,2,3,2,2,3,3,3,3,2,2,2,2,2,The program meets basic expectations,Not satisfied with the learning environment,Resources and facilities need upgrading,True,192.168.97.117,73.12,1.3,2,10,1,2025-09-04T15:10:03.956706,2025-09-04T15:10:03.956706,2.75,2.25,2.25,3.0,2.0
CSS-7246,CSS,11,2025-2026,2nd Semester,Female,3,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,It's fine but could be more engaging,It's fine but could be more engaging,It's fine but could be more engaging,True,192.168.99.254,89.93,2.44,3,20,0,2025-10-27T15:10:03.956706,2025-10-27T15:10:03.956706,3.25,3.5,3.5,4.0,3.25
CSS-8213,CSS,12,2025-2026,1st Semester,Female,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Great learning environment and helpful instructors,Resources are adequate but not exceptional,Good balance between theory and practical work,True,192.168.26.135,100.0,3.59,4,14,0,2025-09-05T15:10:03.956706,2025-09-05T15:10:03.956706,4.75,5.0,4.75,5.0,5.0
CSS-7512,CSS,12,2025-2026,2nd Semester,Female,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,Learning pace is okay but could be better,Some areas need improvement,Satisfactory learning environment,True,192.168.167.21,85.06,2.52,3,10,2,2025-06-07T15:10:03.956706,2025-06-07T15:10:03.956706,3.5,3.25,3.75,4.0,4.0
CSS-5708,CSS,11,2025-2026,1st Semester,Male,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,Some areas need improvement,The program meets basic expectations,The program meets basic expectations,True,192.168.59.192,81.1,2.61,3,2,1,2025-09-15T15:10:03.956706,2025-09-15T15:10:03.956706,3.5,3.5,4.0,4.0,4.0
CSS-1753,CSS,11,2025-2026,2nd Semester,Other,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,"Some good points, some areas for improvement",The learning pace is too fast for me,Resources and facilities need upgrading,True,192.168.84.204,76.68,1.68,2,1,2,2025-05-27T15:10:03.956706,2025-05-27T15:10:03.956706,2.5,2.75,2.75,3.0,2.5
CSS-2293,CSS,12,2025-2026,1st Semester,Male,3,4,4,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,Learning pace is okay but could be better,It's fine but could be more engaging,The program meets basic expectations,True,192.168.157.223,87.3,2.4,3,12,2,2025-08-01T15:10:03.956706,2025-08-01T15:10:03.956706,3.5,3.75,3.25,4.0,3.75
CSS-1153,CSS,12,2025-2026,2nd Semester,Female,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,"Some good points, some areas for improvement",It's fine but could be more engaging,Average experience overall,True,192.168.231.206,86.11,2.85,3,14,1,2025-10-23T15:10:03.956706,2025-10-23T15:10:03.956706,3.75,3.5,3.75,4.0,3.25
CSS-8484,CSS,12,2025-2026,2nd Semester,Female,4,3,4,4,3,3,4,3,4,4,3,3,4,3,3,4,3,4,3,4,4,Some improvements needed in teaching methods,The program meets basic expectations,Some areas need improvement,True,192.168.217.78,81.84,2.42,3,6,1,2025-10-22T15:10:03.956706,2025-10-22T15:10:03.956706,3.75,3.25,3.5,3.5,3.5
CSS-7484,CSS,12,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,Excellent facilities and resources available,Resources are adequate but not exceptional,Love the hands-on learning approach,True,192.168.71.3,88.82,3.18,4,18,2,2025-09-02T15:10:03.956706,2025-09-02T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-4115,CSS,11,2025-2026,2nd Semester,Male,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,"Some good points, some areas for improvement",Resources and facilities need upgrading,Limited support for struggling students,True,192.168.159.65,75.62,0.72,2,4,5,2025-05-14T15:10:03.956706,2025-05-14T15:10:03.956706,2.5,2.25,2.25,2.25,2.25
CSS-3153,CSS,12,2025-2026,1st Semester,Female,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,"Some good points, some areas for improvement",Need more individual support and attention,Limited support for struggling students,True,192.168.24.233,73.73,1.08,2,9,2,2025-05-26T15:10:03.956706,2025-05-26T15:10:03.956706,2.25,2.0,2.25,2.25,2.25
CSS-8894,CSS,12,2025-2026,1st Semester,Male,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,4,Learning pace is okay but could be better,"Some good points, some areas for improvement",Some areas need improvement,True,192.168.248.207,83.15,2.46,3,9,2,2025-08-16T15:10:03.956706,2025-08-16T15:10:03.956706,3.75,3.75,3.75,3.75,3.25
CSS-6992,CSS,11,2025-2026,2nd Semester,Prefer not to say,3,2,3,3,3,2,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,The program meets basic expectations,The learning pace is too fast for me,Not enough practical hands-on experience,True,192.168.24.203,84.14,1.48,2,12,0,2025-07-27T15:10:03.956706,2025-07-27T15:10:03.956706,2.75,2.75,2.5,3.25,3.0
CSS-4830,CSS,12,2025-2026,2nd Semester,Male,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,3,4,4,Satisfactory learning environment,Satisfactory learning environment,Resources are adequate but not exceptional,True,192.168.121.7,88.04,2.36,3,19,2,2025-07-08T15:10:03.956706,2025-07-08T15:10:03.956706,3.75,3.75,3.5,4.0,3.25
CSS-1742,CSS,12,2025-2026,2nd Semester,Male,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,3,2,2,Satisfactory learning environment,The learning pace is too fast for me,Resources and facilities need upgrading,True,192.168.243.10,77.56,1.17,2,9,3,2025-07-24T15:10:03.956706,2025-07-24T15:10:03.956706,2.5,2.5,2.25,2.25,2.25
CSS-9850,CSS,12,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,Very satisfied with the overall learning experience,Some improvements needed in teaching methods,Excellent facilities and resources available,True,192.168.108.151,93.76,3.22,4,4,1,2025-05-31T15:10:03.956706,2025-05-31T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-4559,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,The school provides great support services,Resources are adequate but not exceptional,Excellent facilities and resources available,True,192.168.114.114,89.79,3.14,4,7,1,2025-10-16T15:10:03.956706,2025-10-16T15:10:03.956706,4.0,4.0,4.0,4.75,4.0
CSS-3001,CSS,11,2025-2026,2nd Semester,Male,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,Love the hands-on learning approach,Resources are adequate but not exceptional,Love the hands-on learning approach,True,192.168.243.218,95.3,3.82,4,14,0,2025-05-27T15:10:03.956706,2025-05-27T15:10:03.956706,5.0,5.0,4.75,5.0,4.75
CSS-4362,CSS,12,2025-2026,1st Semester,Prefer not to say,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,3,4,3,4,3,4,"Some good points, some areas for improvement",Some areas need improvement,The curriculum could be more relevant to real-world applications,True,192.168.18.213,85.0,2.6,3,17,0,2025-10-18T15:10:03.956706,2025-10-18T15:10:03.956706,3.75,3.75,3.5,3.75,3.5
CSS-3370,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,Average experience overall,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.253.34,85.19,2.73,3,17,1,2025-09-29T15:10:03.956706,2025-09-29T15:10:03.956706,4.0,3.25,3.75,4.0,3.5
CSS-1258,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,The teaching quality is excellent and very engaging,Some improvements needed in teaching methods,The teaching quality is excellent and very engaging,True,192.168.45.68,94.26,3.37,4,1,0,2025-06-15T15:10:03.956706,2025-06-15T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-4629,CSS,12,2025-2026,1st Semester,Female,4,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,4,Some improvements needed in teaching methods,The program meets basic expectations,Satisfactory learning environment,True,192.168.243.158,78.33,2.44,3,1,2,2025-08-17T15:10:03.956706,2025-08-17T15:10:03.956706,3.25,3.25,3.5,4.0,3.0
CSS-2768,CSS,12,2025-2026,2nd Semester,Male,4,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,Satisfactory learning environment,Some areas need improvement,The curriculum could be more relevant to real-world applications,True,192.168.126.183,85.14,2.59,3,14,0,2025-10-17T15:10:03.956706,2025-10-17T15:10:03.956706,3.75,3.25,3.75,4.0,3.25
CSS-9692,CSS,12,2025-2026,2nd Semester,Male,4,4,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,4,Learning pace is okay but could be better,Some areas need improvement,Learning pace is okay but could be better,True,192.168.76.117,87.17,2.52,3,16,2,2025-05-22T15:10:03.956706,2025-05-22T15:10:03.956706,3.75,3.25,3.5,4.0,3.25
CSS-7779,CSS,12,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I feel supported in my learning journey,Resources are adequate but not exceptional,The curriculum is relevant and well-structured,True,192.168.87.212,94.09,3.06,4,14,1,2025-08-20T15:10:03.956706,2025-08-20T15:10:03.956706,4.0,4.0,4.0,4.0,4.0
CSS-8770,CSS,12,2025-2026,2nd Semester,Prefer not to say,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,The program meets basic expectations,Feel overwhelmed and unsupported,Teaching methods need significant improvement,True,192.168.18.24,76.75,1.94,2,2,0,2025-08-16T15:10:03.956706,2025-08-16T15:10:03.956706,3.0,2.75,3.0,3.25,3.0
CSS-7730,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,Love the hands-on learning approach,Some improvements needed in teaching methods,Very satisfied with the overall learning experience,True,192.168.91.224,86.78,3.1,4,13,2,2025-08-20T15:10:03.956706,2025-08-20T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-8900,CSS,11,2025-2026,1st Semester,Male,5,4,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Good balance between theory and practical work,Learning pace is okay but could be better,Love the hands-on learning approach,True,192.168.58.217,95.36,3.66,4,3,1,2025-05-15T15:10:03.956706,2025-05-15T15:10:03.956706,4.5,4.75,4.75,5.0,5.0
CSS-5381,CSS,12,2025-2026,1st Semester,Female,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,Resources are adequate but not exceptional,"Some good points, some areas for improvement",Average experience overall,True,192.168.8.47,83.52,2.42,3,8,2,2025-09-21T15:10:03.956706,2025-09-21T15:10:03.956706,3.75,3.25,3.0,4.0,3.5
CSS-1502,CSS,11,2025-2026,2nd Semester,Male,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,2,The program meets basic expectations,Need more individual support and attention,Not enough practical hands-on experience,True,192.168.24.192,74.94,1.33,2,16,1,2025-07-20T15:10:03.956706,2025-07-20T15:10:03.956706,2.0,2.0,2.5,2.5,2.5
CSS-2391,CSS,12,2025-2026,2nd Semester,Female,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,Some areas need improvement,It's fine but could be more engaging,Some areas need improvement,True,192.168.227.14,80.34,2.64,3,4,0,2025-08-06T15:10:03.956706,2025-08-06T15:10:03.956706,4.0,3.25,3.75,4.0,3.75
CSS-7785,CSS,12,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,I feel supported in my learning journey,Learning pace is okay but could be better,The school provides great support services,True,192.168.70.56,88.09,3.37,4,16,0,2025-10-07T15:10:03.956706,2025-10-07T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-1897,CSS,12,2025-2026,1st Semester,Male,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,Resources are adequate but not exceptional,"Some good points, some areas for improvement",Satisfactory learning environment,True,192.168.2.53,82.11,2.9,3,9,0,2025-07-29T15:10:03.956706,2025-07-29T15:10:03.956706,3.5,3.75,4.0,4.0,3.0
CSS-3878,CSS,11,2025-2026,2nd Semester,Female,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,3,3,3,3,3,The program meets basic expectations,Teaching methods need significant improvement,The learning pace is too fast for me,True,192.168.34.98,75.51,1.53,2,17,5,2025-06-06T15:10:03.956706,2025-06-06T15:10:03.956706,2.75,2.75,2.5,3.25,3.0
CSS-2275,CSS,11,2025-2026,2nd Semester,Male,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,Some areas need improvement,Some areas need improvement,It's fine but could be more engaging,True,192.168.221.81,85.97,2.31,3,18,1,2025-06-29T15:10:03.956706,2025-06-29T15:10:03.956706,3.5,3.75,3.5,4.0,3.5
CSS-3815,CSS,12,2025-2026,1st Semester,Prefer not to say,4,3,4,3,3,4,3,3,4,3,4,3,4,4,4,4,3,3,4,3,4,It's fine but could be more engaging,Satisfactory learning environment,Some improvements needed in teaching methods,True,192.168.206.243,84.89,2.56,3,19,1,2025-09-25T15:10:03.956706,2025-09-25T15:10:03.956706,3.5,3.25,3.5,4.0,3.25
CSS-9584,CSS,11,2025-2026,2nd Semester,Female,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,2,Satisfactory learning environment,Feel overwhelmed and unsupported,The learning pace is too fast for me,True,192.168.21.102,74.19,0.87,2,9,5,2025-10-25T15:10:03.956706,2025-10-25T15:10:03.956706,2.5,2.0,2.0,3.0,2.25
CSS-6724,CSS,11,2025-2026,1st Semester,Other,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,Learning pace is okay but could be better,Some areas need improvement,The program meets basic expectations,True,192.168.90.187,79.12,2.79,3,20,0,2025-07-27T15:10:03.956706,2025-07-27T15:10:03.956706,3.75,3.0,3.75,4.0,3.5
CSS-9095,CSS,11,2025-2026,1st Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,Teachers are very supportive and understanding,Some improvements needed in teaching methods,Great learning environment and helpful instructors,True,192.168.119.194,90.54,3.06,4,18,2,2025-07-01T15:10:03.956706,2025-07-01T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-8682,CSS,12,2025-2026,1st Semester,Male,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,"Some good points, some areas for improvement",Need better mental health support services,Teaching methods need significant improvement,True,192.168.114.162,77.98,1.65,2,9,2,2025-08-24T15:10:03.956706,2025-08-24T15:10:03.956706,2.75,3.0,2.5,3.0,2.75
CSS-7041,CSS,12,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,Very satisfied with the overall learning experience,The curriculum could be more relevant to real-world applications,Teachers are very supportive and understanding,True,192.168.213.74,95.6,3.27,4,2,2,2025-09-30T15:10:03.956706,2025-09-30T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-4084,CSS,11,2025-2026,2nd Semester,Other,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,The program meets basic expectations,The program meets basic expectations,Satisfactory learning environment,True,192.168.83.155,86.33,2.35,3,15,2,2025-05-25T15:10:03.956706,2025-05-25T15:10:03.956706,3.25,3.5,3.75,4.0,3.75
CSS-8172,CSS,11,2025-2026,1st Semester,Male,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,The school provides great support services,The curriculum could be more relevant to real-world applications,Love the hands-on learning approach,True,192.168.254.113,100.0,3.87,4,16,2,2025-06-09T15:10:03.956706,2025-06-09T15:10:03.956706,4.75,5.0,4.75,5.0,4.75
CSS-1857,CSS,12,2025-2026,2nd Semester,Female,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,Some areas need improvement,Satisfactory learning environment,It's fine but could be more engaging,True,192.168.203.162,89.46,2.67,3,20,1,2025-10-05T15:10:03.956706,2025-10-05T15:10:03.956706,3.5,4.0,3.5,4.0,4.0
CSS-3317,CSS,12,2025-2026,1st Semester,Male,3,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,3,4,4,4,The program meets basic expectations,The program meets basic expectations,Resources are adequate but not exceptional,True,192.168.235.90,81.2,2.3,3,9,2,2025-05-18T15:10:03.956706,2025-05-18T15:10:03.956706,3.5,3.75,3.5,4.0,3.5
CSS-6381,CSS,12,2025-2026,2nd Semester,Female,3,3,2,2,3,3,3,2,3,3,3,3,4,4,3,3,3,2,3,3,3,Satisfactory learning environment,Need better mental health support services,The learning pace is too fast for me,True,192.168.209.33,80.82,1.77,2,16,0,2025-10-27T15:10:03.956706,2025-10-27T15:10:03.956706,2.5,2.75,3.0,3.5,2.75
CSS-4509,CSS,12,2025-2026,2nd Semester,Male,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,"Some good points, some areas for improvement",Teaching methods need significant improvement,Need more individual support and attention,True,192.168.88.243,74.19,1.96,2,15,1,2025-10-14T15:10:03.956706,2025-10-14T15:10:03.956706,2.5,2.25,2.75,3.0,3.0
CSS-3147,CSS,11,2025-2026,1st Semester,Female,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Great learning environment and helpful instructors,The curriculum could be more relevant to real-world applications,Teachers are very supportive and understanding,True,192.168.153.97,96.64,3.61,4,4,0,2025-06-28T15:10:03.956706,2025-06-28T15:10:03.956706,5.0,4.75,4.75,5.0,5.0
CSS-4891,CSS,11,2025-2026,2nd Semester,Male,2,2,3,2,3,3,2,3,2,3,3,2,3,3,4,3,3,3,3,3,3,"Some good points, some areas for improvement",Not enough practical hands-on experience,Resources and facilities need upgrading,True,192.168.249.114,76.03,1.48,2,19,2,2025-06-17T15:10:03.956706,2025-06-17T15:10:03.956706,2.25,2.75,2.5,3.25,3.0
CSS-8218,CSS,11,2025-2026,2nd Semester,Female,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,Average experience overall,Satisfactory learning environment,Satisfactory learning environment,True,192.168.119.197,85.47,2.56,3,9,1,2025-08-24T15:10:03.956706,2025-08-24T15:10:03.956706,3.5,3.75,3.75,4.0,3.5
CSS-8873,CSS,11,2025-2026,2nd Semester,Male,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,Learning pace is okay but could be better,It's fine but could be more engaging,"Some good points, some areas for improvement",True,192.168.224.96,89.76,2.79,3,17,0,2025-09-07T15:10:03.956706,2025-09-07T15:10:03.956706,3.5,4.0,4.0,4.0,3.5
CSS-3414,CSS,12,2025-2026,2nd Semester,Other,3,2,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,2,2,2,The program meets basic expectations,The learning pace is too fast for me,Not enough practical hands-on experience,True,192.168.213.112,73.68,1.55,2,2,1,2025-09-11T15:10:03.956706,2025-09-11T15:10:03.956706,2.25,2.25,2.5,2.5,2.25
CSS-2337,CSS,12,2025-2026,2nd Semester,Male,3,2,2,2,3,2,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,Satisfactory learning environment,Feel overwhelmed and unsupported,Need more individual support and attention,True,192.168.96.58,68.38,1.32,2,0,2,2025-08-25T15:10:03.956706,2025-08-25T15:10:03.956706,2.25,2.25,2.5,3.0,2.0
CSS-8740,CSS,11,2025-2026,1st Semester,Male,3,3,3,3,2,3,2,3,3,3,2,3,4,3,3,3,2,3,3,2,3,"Some good points, some areas for improvement",Teaching methods need significant improvement,Not enough practical hands-on experience,True,192.168.179.213,74.28,1.54,2,4,5,2025-05-27T15:10:03.956706,2025-05-27T15:10:03.956706,3.0,2.5,2.75,3.25,2.5
CSS-9991,CSS,12,2025-2026,1st Semester,Female,4,3,4,3,4,3,3,4,4,3,3,3,4,4,4,4,3,4,4,4,4,The curriculum could be more relevant to real-world applications,Some areas need improvement,The curriculum could be more relevant to real-world applications,True,192.168.241.187,81.27,2.28,3,19,2,2025-08-30T15:10:03.956706,2025-08-30T15:10:03.956706,3.5,3.5,3.25,4.0,3.75
CSS-8489,CSS,11,2025-2026,1st Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,Teachers are very supportive and understanding,Some improvements needed in teaching methods,Teachers are very supportive and understanding,True,192.168.17.29,94.37,3.4,4,15,2,2025-08-18T15:10:03.956706,2025-08-18T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-6780,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,Very satisfied with the overall learning experience,Resources are adequate but not exceptional,The curriculum is relevant and well-structured,True,192.168.62.147,90.34,3.15,4,13,0,2025-09-16T15:10:03.956706,2025-09-16T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-1713,CSS,11,2025-2026,2nd Semester,Female,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3,"Some good points, some areas for improvement",Teaching methods need significant improvement,The learning pace is too fast for me,True,192.168.163.100,78.98,1.58,2,11,2,2025-10-19T15:10:03.956706,2025-10-19T15:10:03.956706,2.75,2.5,2.5,3.0,2.75
CSS-6772,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,Some improvements needed in teaching methods,Satisfactory learning environment,Average experience overall,True,192.168.140.87,84.54,2.48,3,20,0,2025-05-06T15:10:03.956706,2025-05-06T15:10:03.956706,4.0,3.75,3.5,4.0,3.75
